student.label,game.score,coast,game.scheduled,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,early.bird.night.owl,previous.competitive.sports,X..meals.on.day.prior.to.game,university.year,game.number
338,41.08,west coast,noon,0.6,0.24,9,8,early bird,baseball,2,senior,1
339,58.07,west coast,noon,0.78,0.79,8,7,night owl,table tennis,3,junior,1
340,65.18,west coast,noon,0.95,0.89,10,12,night owl,frisbee,3,junior,1
341,51.87,west coast,evening,0.65,0.95,2,10,early bird,basketball,5,junior,1
342,48.24,west coast,evening,0.68,0.68,3,5,night owl,table tennis,5,sophomore,1
343,66.72,west coast,evening,0.71,0.57,9,9,night owl,martial arts,4,sophomore,1
344,64.02,west coast,evening,0.6,0.96,4,7,night owl,basketball,4,junior,1
345,78.8,west coast,evening,0.92,0.98,3,9,night owl,frisbee,5,sophomore,1
346,34.04,west coast,evening,0.58,0.48,4,9,night owl,baseball,4,junior,1
347,15.45,west coast,evening,0.27,0.4,2,4,night owl,football,4,sophomore,1
348,51.73,west coast,evening,0.81,0.92,3,8,night owl,curling,7,senior,1
349,60.83,west coast,evening,0.78,0.85,8,3,early bird,basketball,3,junior,1
350,26.16,west coast,evening,0.3,0.11,4,3,night owl,baseball,4,sophomore,1
351,55.6,west coast,evening,0.73,0.16,10,2,night owl,curling,3,sophomore,1
352,56.62,west coast,evening,0.41,0.35,6,6,night owl,table tennis,4,sophomore,1
353,32.81,west coast,evening,0.36,0.02,8,2,night owl,baseball,3,sophomore,1
354,48.71,west coast,evening,0.32,0.72,3,9,night owl,frisbee,4,sophomore,1
355,67.31,west coast,evening,0.9,0.67,9,12,night owl,football,4,sophomore,1
356,28.92,west coast,evening,0.13,0.2,2,2,night owl,curling,3,sophomore,1
357,37.43,west coast,evening,0.06,0.12,0,8,night owl,baseball,4,frosh,1
358,39.05,west coast,evening,0.29,0.1,7,5,night owl,curling,3,frosh,1
359,74.37,west coast,evening,0.83,0.7,8,9,night owl,martial arts,2,senior,1
360,32.28,west coast,evening,0.46,0.37,3,1,night owl,frisbee,6,frosh,1
361,29.46,west coast,evening,0.41,0.28,7,9,night owl,frisbee,3,frosh,1
362,43.87,west coast,evening,0.77,0.81,3,1,night owl,martial arts,6,junior,1
363,41.41,west coast,evening,0.3,0.62,6,9,night owl,frisbee,2,junior,1
364,1.86,west coast,evening,0.31,0.12,1,5,night owl,gymnastics,6,frosh,1
365,3.2,west coast,evening,0.03,0.26,1,6,early bird,martial arts,2,sophomore,1
366,31.88,west coast,evening,0.34,0.9,2,9,night owl,frisbee,4,junior,1
367,46.07,west coast,evening,0.63,0.9,2,2,night owl,martial arts,5,senior,1
368,37.56,west coast,evening,0.45,0.5,5,5,night owl,curling,3,senior,1
369,15.5,west coast,evening,0.17,0.25,3,8,night owl,table tennis,5,sophomore,1
370,20.94,west coast,evening,0.14,0.29,2,1,night owl,football,3,sophomore,1
371,42.79,west coast,evening,0.55,0.33,7,5,night owl,curling,3,sophomore,1
372,62.36,west coast,evening,0.91,0.9,9,7,early bird,football,4,junior,1
373,35.71,west coast,evening,0.33,0.39,6,6,night owl,table tennis,3,sophomore,1
374,33.53,west coast,evening,0.46,0.12,6,7,night owl,baseball,3,sophomore,1
375,15.84,west coast,evening,0.31,0.08,5,11,night owl,gymnastics,5,frosh,1
376,22.55,west coast,evening,0.38,0.63,3,10,night owl,football,4,junior,1
377,0,west coast,evening,0.18,0.14,2,1,night owl,curling,4,frosh,1
378,20.87,west coast,evening,0.14,0.5,2,8,night owl,baseball,4,sophomore,1
379,43.84,west coast,evening,0.3,0.91,1,10,night owl,curling,4,sophomore,1
380,57.86,west coast,evening,0.89,0.64,9,8,night owl,curling,3,sophomore,1
381,52.99,west coast,noon,0.09,0.24,2,1,night owl,football,3,senior,1
382,60.96,west coast,noon,0.8,0.98,5,11,early bird,table tennis,5,senior,1
383,39.39,west coast,noon,0.07,0.61,1,4,night owl,curling,3,senior,1
384,15.8,west coast,noon,0.15,0.04,5,4,night owl,baseball,3,sophomore,1
385,34.98,west coast,noon,0.52,0.31,8,10,night owl,table tennis,5,frosh,1
386,53.71,west coast,noon,0.58,0.76,8,12,night owl,football,3,senior,1
387,51.64,west coast,noon,0.41,0.96,0,4,night owl,martial arts,3,senior,1
388,33.66,west coast,noon,0.33,0.05,5,6,early bird,football,5,frosh,1
389,9.47,west coast,noon,0.25,0.17,5,3,early bird,football,5,frosh,1
390,32.02,west coast,noon,0.43,0.39,5,2,night owl,curling,2,senior,1
391,40.15,west coast,noon,0.2,0.46,4,3,night owl,martial arts,3,sophomore,1
392,48.52,west coast,noon,0.81,0.74,6,6,early bird,basketball,5,sophomore,1
393,35.42,west coast,noon,0.56,0.61,3,3,night owl,martial arts,7,frosh,1
394,30.34,west coast,noon,0.4,0.21,6,8,night owl,football,4,sophomore,1
395,42.23,west coast,noon,0.17,0.54,1,1,early bird,frisbee,4,sophomore,1
396,27.62,west coast,noon,0.14,0.4,2,1,night owl,football,3,junior,1
397,36.53,west coast,noon,0.84,0.02,9,2,night owl,gymnastics,4,frosh,1
398,33.2,west coast,noon,0.74,0.31,8,10,night owl,table tennis,4,sophomore,1
399,58.31,west coast,noon,0.76,0.83,9,10,night owl,frisbee,2,senior,1
400,11.57,west coast,noon,0.13,0.86,1,3,night owl,table tennis,2,senior,1
401,32.06,west coast,noon,0.36,0.36,3,3,night owl,table tennis,4,frosh,1
402,43.8,west coast,noon,0.6,0.56,8,4,night owl,football,2,junior,1
403,12.7,west coast,noon,0.13,0.32,2,8,night owl,baseball,2,senior,1
404,48.83,west coast,noon,0.53,0.86,3,10,night owl,frisbee,4,senior,1
405,34.59,west coast,noon,0.01,0.19,0,1,night owl,martial arts,3,sophomore,1
406,4.01,west coast,noon,0.04,0.38,1,10,early bird,baseball,3,junior,1
407,53.5,west coast,noon,0.8,0.82,4,5,night owl,frisbee,5,senior,1
408,53.61,west coast,noon,0.62,0.82,5,7,night owl,basketball,4,frosh,1
409,32.67,west coast,noon,0.2,0.38,6,4,night owl,table tennis,2,junior,1
410,67.54,west coast,noon,0.75,0.93,8,11,night owl,frisbee,2,senior,1
411,53.67,west coast,evening,0.85,0.74,4,8,night owl,baseball,7,junior,1
412,35.49,west coast,evening,0.35,0.75,1,9,early bird,curling,5,junior,1
413,60.53,west coast,evening,0.78,0.54,8,6,night owl,table tennis,3,junior,1
414,22.65,west coast,evening,0.22,0.43,1,4,night owl,football,4,sophomore,1
415,52.55,west coast,evening,0.9,0.19,8,9,night owl,gymnastics,7,senior,1
416,39.52,west coast,evening,0.79,0.13,7,1,early bird,table tennis,7,sophomore,1
417,47.77,west coast,evening,0.67,0.45,7,8,night owl,curling,4,senior,1
418,31.71,west coast,evening,0.22,0.17,2,5,night owl,football,5,sophomore,1
419,33.9,west coast,evening,0.05,0.05,2,6,night owl,football,3,frosh,1
420,64.21,west coast,evening,0.86,0.79,7,3,night owl,basketball,6,sophomore,1
421,41.07,west coast,evening,0.05,0.4,4,8,night owl,martial arts,1,senior,1
422,39.21,west coast,evening,0.46,0.13,8,7,night owl,baseball,3,sophomore,1
423,79.7,west coast,evening,0.8,0.95,7,11,night owl,martial arts,3,junior,1
424,50.18,west coast,evening,0.39,0.88,3,8,early bird,frisbee,3,junior,1
425,32.15,west coast,evening,0.59,0.18,7,7,early bird,baseball,6,sophomore,1
426,57.86,west coast,evening,0.76,0.71,5,5,night owl,table tennis,4,senior,1
427,55.27,west coast,evening,0.78,0.84,3,9,night owl,curling,7,junior,1
428,73.54,west coast,evening,0.94,0.98,6,6,night owl,table tennis,7,senior,1
429,28.54,west coast,evening,0.43,0.4,2,2,night owl,gymnastics,3,junior,1
430,50.98,west coast,evening,0.74,0.65,6,9,night owl,curling,5,junior,1
431,30.61,west coast,evening,0.53,0.43,2,0,night owl,frisbee,4,frosh,1
432,69.6,west coast,evening,0.8,1,1,9,night owl,frisbee,5,senior,1
433,23.25,west coast,evening,0.35,0.13,7,7,night owl,table tennis,3,sophomore,1
434,0,west coast,evening,0.24,0.31,1,5,night owl,curling,6,frosh,1
435,40.18,west coast,evening,0.8,0.56,5,4,night owl,baseball,5,junior,1
436,25.73,west coast,evening,0.4,0.66,4,9,night owl,baseball,3,senior,1
437,27.42,west coast,evening,0.77,0.4,5,5,night owl,football,6,sophomore,1
438,52.18,west coast,evening,0.68,0.71,9,12,night owl,football,3,senior,1
439,82.19,west coast,evening,0.93,0.98,9,11,night owl,frisbee,2,senior,1
440,29.09,west coast,evening,0.55,0.64,5,5,night owl,football,4,junior,1
441,48.12,west coast,evening,0.46,0.73,5,11,night owl,curling,3,senior,1
442,61.19,west coast,evening,0.94,0.66,9,6,night owl,curling,4,junior,1
443,42.64,west coast,evening,0.32,0.22,3,6,night owl,baseball,5,frosh,1
444,39.84,west coast,evening,0.72,0.31,9,9,early bird,table tennis,5,frosh,1
445,33.09,west coast,evening,0.49,0.35,7,3,early bird,table tennis,3,sophomore,1
446,41.55,west coast,evening,0.69,0.61,2,0,night owl,football,6,sophomore,1
447,34.43,west coast,evening,0.39,0.54,2,3,night owl,martial arts,5,sophomore,1
448,35.22,west coast,evening,0.43,0.02,9,1,night owl,gymnastics,3,frosh,1
449,38.06,west coast,evening,0.51,0.19,8,6,night owl,gymnastics,3,junior,1
450,50.97,west coast,evening,0.54,0.02,10,1,night owl,baseball,2,junior,1
451,25.95,west coast,evening,0.33,0.26,0,3,night owl,gymnastics,7,sophomore,1
452,36.69,west coast,evening,0.41,0.68,1,3,night owl,martial arts,3,junior,1
453,42.86,west coast,evening,0.81,0.11,8,8,night owl,baseball,6,frosh,1
454,54.16,west coast,evening,0.74,0.93,3,6,night owl,curling,5,junior,1
455,36.28,west coast,evening,0.44,0.52,5,8,night owl,table tennis,5,sophomore,1
456,28.15,west coast,evening,0.07,0.46,2,6,night owl,basketball,3,sophomore,1
457,42.26,west coast,evening,0.4,0.74,5,6,night owl,martial arts,2,sophomore,1
458,32.82,west coast,evening,0.46,0.7,2,1,early bird,martial arts,4,junior,1
459,0,west coast,evening,0.05,0.04,2,1,night owl,baseball,3,frosh,1
460,56.57,west coast,evening,0.82,0.85,6,7,night owl,curling,4,sophomore,1
461,76.19,west coast,noon,0.94,1,7,8,early bird,frisbee,3,senior,1
462,44.86,west coast,noon,0.83,0.86,6,3,early bird,table tennis,4,junior,1
463,22.95,west coast,noon,0.35,0.14,5,2,night owl,martial arts,4,sophomore,1
464,57.07,west coast,noon,0.75,0.74,8,9,night owl,basketball,3,junior,1
465,37.51,west coast,noon,0.74,0.65,3,2,night owl,football,5,junior,1
466,23.67,west coast,noon,0.34,0.43,5,3,night owl,table tennis,2,senior,1
467,16.51,west coast,noon,0.14,0.01,4,6,night owl,gymnastics,4,sophomore,1
468,10.25,west coast,noon,0.47,0.71,0,1,night owl,curling,7,sophomore,1
469,30.71,west coast,noon,0.65,0.34,7,10,night owl,table tennis,5,frosh,1
470,22.92,west coast,noon,0.66,0.46,2,6,night owl,curling,7,sophomore,1
471,14.93,west coast,morning,0.13,0.39,1,5,night owl,table tennis,4,frosh,1
472,51.18,west coast,morning,0.69,0.67,6,0,early bird,frisbee,3,junior,1
473,60.97,west coast,morning,0.91,0.94,8,11,night owl,table tennis,5,junior,1
474,22.95,west coast,morning,0.07,0.21,4,11,night owl,martial arts,2,sophomore,1
475,46.62,west coast,morning,0.72,0.71,5,8,night owl,martial arts,4,sophomore,1
476,0,west coast,morning,0.38,0.42,1,0,night owl,football,4,junior,1
477,6.37,west coast,morning,0.37,0.48,5,9,night owl,baseball,4,sophomore,1
478,4.16,west coast,morning,0.39,0.17,3,2,early bird,football,3,sophomore,1
479,23.42,west coast,morning,0.25,0.53,7,12,night owl,curling,3,junior,1
480,46.54,west coast,morning,0.6,0.91,3,12,early bird,gymnastics,5,senior,1
481,36.69,west coast,evening,0.07,0.34,2,4,night owl,martial arts,1,sophomore,1
482,42.98,west coast,evening,0.56,0.31,6,6,night owl,football,4,junior,1
483,51.74,west coast,evening,0.3,0.69,4,5,night owl,basketball,3,sophomore,1
484,60.21,west coast,evening,0.48,0.67,7,11,night owl,curling,3,junior,1
485,36.48,west coast,evening,0.43,0.01,9,6,night owl,gymnastics,4,sophomore,1
486,79.19,west coast,evening,0.96,1,6,5,night owl,basketball,4,junior,1
487,59.51,west coast,evening,0.85,0.41,9,8,night owl,curling,6,junior,1
488,28.18,west coast,evening,0.33,0.78,2,8,early bird,table tennis,3,junior,1
489,53.76,west coast,evening,0.84,0.83,4,11,early bird,curling,4,sophomore,1
490,57.76,west coast,evening,0.49,0.51,8,6,night owl,frisbee,2,sophomore,1
491,42.85,west coast,noon,0.18,0.69,0,6,night owl,martial arts,3,sophomore,1
492,67,west coast,noon,0.56,0.91,7,11,night owl,frisbee,3,sophomore,1
493,48.12,west coast,noon,0.28,0.23,4,8,night owl,baseball,3,junior,1
494,34.39,west coast,noon,0.33,0.6,1,3,night owl,baseball,3,senior,1
495,49.02,west coast,noon,0.41,0.47,6,6,night owl,table tennis,3,sophomore,1
496,43.58,west coast,noon,0.37,0.36,2,3,night owl,frisbee,4,frosh,1
497,57.87,west coast,noon,0.69,0.89,2,1,early bird,frisbee,6,junior,1
498,62.79,west coast,noon,0.73,0.81,2,10,early bird,table tennis,8,sophomore,1
499,50.73,west coast,noon,0.24,0.6,2,5,night owl,curling,3,sophomore,1
500,49.4,west coast,noon,0.78,0.29,8,2,night owl,football,4,junior,1
501,23.11,west coast,morning,0.32,0.66,3,11,early bird,football,3,sophomore,1
502,42.73,west coast,morning,0.69,0.39,4,4,night owl,martial arts,4,sophomore,1
503,46.11,west coast,morning,0.94,0.56,8,7,night owl,curling,3,senior,1
504,44.48,west coast,morning,0.71,0.17,9,7,night owl,curling,3,sophomore,1
505,37.22,west coast,morning,0.66,0.46,10,12,night owl,curling,2,junior,1
506,25.12,west coast,morning,0.54,0.5,3,2,night owl,frisbee,4,sophomore,1
507,40.03,west coast,morning,0.48,0.2,6,6,early bird,baseball,5,junior,1
508,34.74,west coast,morning,0.55,0.39,9,10,night owl,frisbee,3,sophomore,1
509,0,west coast,morning,0.18,0.39,3,5,night owl,curling,3,sophomore,1
510,28.89,west coast,morning,0.07,0.01,4,1,night owl,baseball,3,sophomore,1
511,55.43,west coast,morning,0.62,0.36,10,11,night owl,curling,3,sophomore,1
512,45.48,west coast,morning,0.52,0.23,7,3,night owl,curling,3,junior,1
513,67.61,west coast,morning,0.03,0.15,2,1,night owl,table tennis,3,sophomore,1
514,56.57,west coast,morning,0.49,0.69,3,6,night owl,football,4,senior,1
515,59.3,west coast,morning,0.88,0.68,8,11,night owl,baseball,7,junior,1
516,48.68,west coast,morning,0.31,0.9,1,6,early bird,football,3,senior,1
517,47.94,west coast,morning,0.09,0.06,5,7,early bird,curling,3,frosh,1
518,63.05,west coast,morning,0.56,0.06,6,2,night owl,baseball,5,sophomore,1
519,52.81,west coast,morning,0.57,0.94,4,11,night owl,frisbee,4,junior,1
520,25.69,west coast,morning,0.27,0.66,1,3,early bird,table tennis,3,senior,1
521,62.43,west coast,morning,0.82,0.74,7,8,night owl,frisbee,4,frosh,1
522,51.75,west coast,morning,0.49,0.78,5,8,early bird,table tennis,3,junior,1
523,36.89,west coast,morning,0.38,0.91,2,9,night owl,frisbee,3,sophomore,1
524,77.78,west coast,morning,0.99,0.98,9,9,night owl,basketball,6,sophomore,1
525,21.52,west coast,morning,0.44,0.25,4,1,night owl,curling,6,frosh,1
526,64.81,west coast,morning,0.92,0.92,9,9,night owl,curling,2,senior,1
527,41.37,west coast,morning,0.6,0.08,6,3,night owl,baseball,6,frosh,1
528,32.72,west coast,morning,0.28,0.54,1,5,early bird,curling,5,sophomore,1
529,27.64,west coast,morning,0.55,0.6,5,3,night owl,table tennis,4,junior,1
530,49.03,west coast,morning,0.3,0.29,3,3,night owl,football,3,sophomore,1
531,46.31,west coast,morning,0.73,0.69,6,3,early bird,curling,3,senior,1
532,72.21,west coast,morning,0.88,0.96,5,3,early bird,frisbee,5,senior,1
533,37.63,west coast,morning,0.53,0.57,6,11,night owl,curling,6,sophomore,1
534,37.18,west coast,morning,0.63,0.04,6,2,night owl,baseball,5,frosh,1
535,40.49,west coast,morning,0.03,0.72,3,12,night owl,frisbee,1,junior,1
536,54.22,west coast,morning,0.62,0.31,6,9,early bird,baseball,3,junior,1
537,42.59,west coast,morning,0.41,0.44,1,1,night owl,football,4,frosh,1
538,53.21,west coast,morning,0.51,0.79,6,6,night owl,frisbee,2,junior,1
539,43.04,west coast,morning,0.15,0.36,3,4,night owl,frisbee,4,frosh,1
540,60.78,west coast,morning,0.86,0.86,7,11,night owl,football,4,senior,1
541,25.85,west coast,evening,0.05,0.58,1,5,night owl,basketball,2,sophomore,1
542,35.32,west coast,evening,0.48,0.41,6,2,night owl,martial arts,1,junior,1
543,0,west coast,evening,0.44,0.03,5,0,night owl,baseball,4,sophomore,1
544,51.76,west coast,evening,0.64,0.89,3,6,night owl,basketball,4,sophomore,1
545,63.14,west coast,evening,0.86,0.87,7,6,night owl,table tennis,4,junior,1
546,17.75,west coast,evening,0.22,0.45,3,8,night owl,baseball,3,junior,1
547,31.21,west coast,evening,0.44,0.29,7,9,early bird,football,3,sophomore,1
548,37.32,west coast,evening,0.32,0.81,7,10,night owl,martial arts,2,junior,1
549,25.92,west coast,evening,0.45,0.69,2,7,night owl,gymnastics,5,junior,1
550,80.89,west coast,evening,0.97,0.98,4,6,night owl,frisbee,4,junior,1
551,24.33,west coast,evening,0.5,0.07,6,4,night owl,curling,6,frosh,1
552,31.84,west coast,evening,0.31,0.03,8,4,night owl,baseball,3,sophomore,1
553,7.66,west coast,evening,0.13,0.3,1,4,night owl,curling,5,junior,1
554,32.89,west coast,evening,0.4,0.71,3,9,night owl,football,4,senior,1
555,60.24,west coast,evening,0.65,0.4,8,2,night owl,martial arts,3,junior,1
556,65.6,west coast,evening,0.97,0.57,10,8,night owl,curling,3,junior,1
557,44.72,west coast,evening,0.64,0.78,2,10,night owl,martial arts,5,sophomore,1
558,37.4,west coast,evening,0.5,0.29,7,4,night owl,table tennis,3,sophomore,1
559,55.31,west coast,evening,0.56,0.85,5,5,night owl,martial arts,2,senior,1
560,25.79,west coast,evening,0.25,0.28,2,0,night owl,martial arts,7,frosh,1
561,22.76,west coast,noon,0.52,0.09,5,9,night owl,baseball,5,frosh,1
562,34.8,west coast,noon,0.64,0.62,3,1,night owl,football,3,sophomore,1
563,35.62,west coast,noon,0.31,0.46,5,12,night owl,baseball,3,senior,1
564,57.06,west coast,noon,0.98,0.85,9,11,night owl,football,5,senior,1
565,42.87,west coast,noon,0.53,0.87,2,0,night owl,basketball,4,junior,1
566,27.06,west coast,noon,0.51,0.23,6,2,night owl,football,4,sophomore,1
567,33.56,west coast,noon,0.31,0.29,5,2,night owl,curling,3,sophomore,1
568,53.86,west coast,noon,0.71,0.24,9,10,night owl,martial arts,5,frosh,1
569,60.62,west coast,noon,0.81,0.93,5,9,early bird,football,3,senior,1
570,46.11,west coast,noon,0.77,0.91,3,6,night owl,table tennis,5,junior,1
571,37.66,west coast,evening,0.57,0.26,6,1,night owl,frisbee,6,frosh,1
572,53.73,west coast,evening,0.89,0.35,9,5,night owl,table tennis,3,junior,1
573,22.6,west coast,evening,0.34,0.54,4,4,night owl,curling,4,sophomore,1
574,65.74,west coast,evening,0.89,0.75,7,7,night owl,martial arts,5,junior,1
575,39.54,west coast,evening,0.58,0.71,2,5,night owl,frisbee,6,frosh,1
576,22.38,west coast,evening,0.3,0.11,4,2,night owl,frisbee,3,frosh,1
577,44.08,west coast,evening,0.32,0.87,6,11,night owl,basketball,3,sophomore,1
578,32.91,west coast,evening,0.36,0.19,5,6,night owl,football,3,sophomore,1
579,30.22,west coast,evening,0.37,0.1,4,3,early bird,curling,3,frosh,1
580,77.46,west coast,evening,0.89,0.97,5,9,night owl,frisbee,4,sophomore,1
581,35.32,west coast,noon,0.68,0.17,9,2,night owl,baseball,3,frosh,1
582,62.67,west coast,noon,0.68,0.99,3,6,night owl,basketball,3,junior,1
583,46.02,west coast,noon,0.8,0.39,6,2,night owl,football,5,junior,1
584,57.24,west coast,noon,0.88,0.74,10,12,early bird,baseball,4,senior,1
585,10.98,west coast,noon,0.07,0.28,1,5,night owl,table tennis,5,frosh,1
586,21.89,west coast,noon,0.33,0.84,4,9,night owl,curling,2,senior,1
587,28.98,west coast,noon,0.46,0.11,6,5,night owl,gymnastics,4,sophomore,1
588,29.46,west coast,noon,0.34,0.45,4,2,early bird,table tennis,3,junior,1
589,34.92,west coast,noon,0.59,0.33,8,10,night owl,table tennis,3,junior,1
590,39.6,west coast,noon,0.65,0.59,4,6,early bird,baseball,6,junior,1
591,35.44,west coast,morning,0.6,0.22,7,6,night owl,martial arts,5,frosh,1
592,23.28,west coast,morning,0.99,0.17,10,7,night owl,baseball,8,frosh,1
593,25.59,west coast,morning,0,0.7,2,8,night owl,basketball,2,junior,1
594,44.62,west coast,morning,0.72,0.35,6,5,early bird,curling,4,junior,1
595,69.79,west coast,morning,0.87,0.98,5,8,night owl,frisbee,4,junior,1
596,26.24,west coast,morning,0.37,0.47,2,3,night owl,martial arts,3,junior,1
597,20.88,west coast,morning,0.24,0.9,1,9,night owl,martial arts,3,senior,1
598,33.54,west coast,morning,0.56,0.51,3,4,night owl,table tennis,7,sophomore,1
